#gd-step, abs-grad_likelihood, theta-error
671 0.050375 0.1409425
672 0.037875 0.14056375
673 0.035375 0.14021
674 0.065375 0.13955625
675 0.052875 0.1390275
676 0.042875 0.13859875
677 0.041625 0.1381825
678 0.051625 0.13766625
679 0.057875 0.1370875
680 0.047875 0.13660875
681 0.036625 0.1362425
682 0.040375 0.13583875
683 0.042875 0.13541
684 0.030375 0.13510625
685 0.037875 0.1347275
686 0.032875 0.13439875
687 0.027875 0.13412
688 0.021625 0.13390375
689 0.044125 0.1334625
690 0.045375 0.13300875
691 0.016625 0.1328425
692 0.027875 0.13256375
693 0.027875 0.132285
694 0.044125 0.13184375
695 0.054125 0.1313025
696 0.066625 0.13063625
697 0.059125 0.130045
698 0.042875 0.12961625
699 0.050375 0.1291125
700 0.052875 0.12858375
701 0.042875 0.128155
702 0.036625 0.12778875
703 0.029125 0.1274975
704 0.042875 0.12706875
705 0.046625 0.1266025
706 0.024125 0.12636125
707 0.021625 0.126145
708 0.042875 0.12571625
709 0.041625 0.1253
710 0.036625 0.12493375
711 0.021625 0.1247175
712 0.017875 0.12453875
713 0.044125 0.1240975
714 0.035375 0.12374375
715 0.020375 0.12354
716 0.030375 0.12323625
717 0.039125 0.122845
718 0.046625 0.12237875
719 0.031625 0.1220625
720 0.044125 0.12162125
721 0.037875 0.1212425
722 0.010375 0.12113875
723 0.027875 0.12086
724 0.062875 0.12023125
725 0.045375 0.1197775
726 0.065375 0.11912375
727 0.041625 0.1187075
728 0.017875 0.11852875
729 0.039125 0.1181375
730 0.057875 0.11755875
731 0.047875 0.11708
732 0.050375 0.11657625
733 0.046625 0.11611
734 0.037875 0.11573125
735 0.026625 0.115465
736 0.026625 0.11519875
737 0.055375 0.114645
738 0.076625 0.11387875
739 0.032875 0.11355
740 0.037875 0.11317125
741 0.027875 0.1128925
742 0.026625 0.11262625
743 0.032875 0.1122975
744 0.039125 0.11190625
745 0.025375 0.1116525
746 0.047875 0.11117375
747 0.010375 0.11107
748 0.045375 0.11061625
749 0.044125 0.110175
750 0.041625 0.10975875
751 0.016625 0.1095925
752 0.029125 0.10930125
753 0.034125 0.10896
754 0.050375 0.10845625
755 0.039125 0.108065
756 0.026625 0.10779875
757 0.017875 0.10762
758 0.067875 0.10694125
759 0.052875 0.1064125
760 0.035375 0.10605875
761 0.030375 0.105755
762 0.031625 0.10543875
763 0.042875 0.10501
764 0.017875 0.10483125
765 0.042875 0.1044025
766 0.044125 0.10396125
767 0.017875 0.1037825
768 0.040375 0.10337875
769 0.041625 0.1029625
770 0.039125 0.10257125
771 0.022875 0.1023425
772 0.029125 0.10205125
773 0.025375 0.1017975
774 0.030375 0.10149375
775 0.032875 0.101165
776 0.040375 0.10076125
777 0.039125 0.10037
778 0.040375 0.09996625
779 0.016625 0.0998
780 0.012875 0.09967125
781 0.041625 0.099255
782 0.031625 0.09893875
783 0.037875 0.09856
784 0.036625 0.09819375
785 0.026625 0.0979275
786 0.030375 0.09762375
787 0.034125 0.0972825
788 0.035375 0.09692875
789 0.019125 0.0967375
790 0.012875 0.09660875
791 0.035375 0.096255
792 0.039125 0.09586375
793 0.012875 0.095735
794 0.054125 0.09519375
795 0.035375 0.09484
796 0.041625 0.09442375
797 0.037875 0.094045
798 0.040375 0.09364125
799 0.022875 0.0934125
800 0.030375 0.09310875
801 0.007875 0.09303
802 0.014125 0.09288875
803 0.026625 0.0926225
804 0.022875 0.09239375
805 0.050375 0.09189
806 0.024125 0.09164875
807 0.036625 0.0912825
808 0.034125 0.09094125
809 0.034125 0.0906
810 0.009125 0.09050875
811 0.037875 0.09013
812 0.021625 0.08991375
813 0.037875 0.089535
814 0.009125 0.08944375
815 0.026625 0.0891775
816 0.026625 0.08891125
817 0.037875 0.0885325
818 0.029125 0.08824125
819 0.009125 0.08815
820 0.037875 0.08777125
821 0.049125 0.08728
822 0.046625 0.08681375
823 0.036625 0.0864475
824 0.024125 0.08620625
825 0.034125 0.085865
826 0.036625 0.08549875
827 0.037875 0.08512
828 0.025375 0.08486625
829 0.036625 0.0845
830 0.021625 0.08428375
831 0.037875 0.083905
832 0.025375 0.08365125
833 0.027875 0.0833725
834 0.047875 0.08289375
835 0.026625 0.0826275
836 0.040375 0.08222375
837 0.024125 0.0819825
838 0.032875 0.08165375
839 0.002125 0.081675
840 0.030375 0.08137125
841 0.031625 0.081055
842 0.026625 0.08078875
843 0.044125 0.0803475
844 0.024125 0.08010625
845 0.025375 0.0798525
846 0.012875 0.07972375
847 0.034125 0.0793825
848 0.020375 0.07917875
849 0.010375 0.079075
850 0.042875 0.07864625
851 0.040375 0.0782425
852 0.015375 0.07808875
853 0.042875 0.07766
854 0.022875 0.07743125
855 0.022875 0.0772025
856 0.015375 0.07704875
857 0.037875 0.07667
858 0.019125 0.07647875
859 0.029125 0.0761875
860 0.011625 0.07607125
861 0.030375 0.0757675
862 0.044125 0.07532625
863 0.031625 0.07501
864 0.015375 0.07485625
865 0.027875 0.0745775
866 0.005375 0.07452375
867 0.029125 0.0742325
868 0.000375 0.07422875
869 0.031625 0.0739125
870 0.021625 0.07369625
871 0.019125 0.073505
872 0.009125 0.07341375
873 0.034125 0.0730725
874 0.035375 0.07271875
875 0.012875 0.07259
876 0.037875 0.07221125
877 0.002875 0.0721825
878 0.016625 0.07201625
879 0.042875 0.0715875
880 0.010375 0.07148375
881 0.035375 0.07113
882 0.014125 0.07098875
883 0.016625 0.0708225
884 0.019125 0.07063125
885 0.032875 0.0703025
886 0.014125 0.07016125
887 0.021625 0.069945
888 0.019125 0.06975375
889 0.015375 0.0696
890 0.034125 0.06925875
891 0.020375 0.069055
892 0.022875 0.06882625
893 0.031625 0.06851
894 0.020375 0.06830625
895 0.015375 0.0681525
896 0.015375 0.06799875
897 0.029125 0.0677075
898 0.009125 0.06761625
899 0.011625 0.0675
900 0.041625 0.06708375
901 0.017875 0.066905
902 0.055375 0.06635125
903 0.030375 0.0660475
904 0.010375 0.06594375
905 0.021625 0.0657275
906 0.044125 0.06528625
907 0.021625 0.06507
908 0.021625 0.06485375
909 0.030375 0.06455
910 0.024125 0.06430875
911 0.031625 0.0639925
912 0.007875 0.06391375
913 0.011625 0.0637975
914 0.016625 0.06363125
915 0.022875 0.0634025
916 0.003375 0.06343625
917 0.005375 0.0633825
918 0.026625 0.06311625
919 0.031625 0.0628
920 0.010375 0.06269625
921 0.020375 0.0624925
922 0.019125 0.06230125
923 0.037875 0.0619225
924 0.019125 0.06173125
925 0.016625 0.061565
926 0.009125 0.06147375
927 0.020375 0.06127
928 0.005375 0.06121625
929 0.030375 0.0609125
930 0.035375 0.06055875
931 0.016625 0.0603925
932 0.021625 0.06017625
933 0.032875 0.0598475
934 0.035375 0.05949375
935 0.011625 0.0593775
936 0.015375 0.05922375
937 0.031625 0.0589075
938 0.024125 0.05866625
939 0.017875 0.0584875
940 0.021625 0.05827125
941 0.011625 0.058155
942 0.004125 0.05811375
943 0.021625 0.0578975
944 0.025375 0.05764375
945 0.010375 0.05754
946 0.046625 0.05707375
947 0.007875 0.056995
948 0.002875 0.05696625
949 0.019125 0.056775
950 0.019125 0.05658375
951 0.012875 0.056455
952 0.004625 0.05650125
953 0.015375 0.0563475
954 0.014125 0.05620625
955 0.020375 0.0560025
956 0.010375 0.05589875
957 0.000875 0.0559075
958 0.007875 0.05582875
959 0.027875 0.05555
960 0.001625 0.05553375
961 0.021625 0.0553175
962 0.011625 0.05520125
963 0.029125 0.05491
964 0.004125 0.05486875
965 0.011625 0.0547525
966 0.022875 0.05452375
967 0.011625 0.0544075
968 0.039125 0.05401625
969 0.016625 0.05385
970 0.009125 0.05375875
971 0.014125 0.0536175
